Name,Phone,Email,Address,Latitude,Longitude,Gender,DOB,Helps
Brian Jackson,436.947.6316x771,meyeramy@fisher.org,"50145 Price Loop, Gainesville, FL",29.633118,-82.392849,Female,1992-10-23,Waste Removal;Relief;Food Packs;Damage Reports;Temporary Shelter;Relocation
Tara Martinez,441-412-8479,npowers@stewart.info,"39956 Kenneth Tunnel Apt. 538, Gainesville, FL",29.674915,-82.303469,Other,1959-10-24,Security;Awareness;Housing;Crowd Control;First Aid;Construction;Clothing
Christina Wilson,210.585.8419x898,paulmorales@yahoo.com,"166 Nelson Ports, Gainesville, FL",29.667176,-82.370637,Other,1962-06-02,Remapping;Emergency Kits;Damage Reports;Legal;Awareness;Mental Health;Rescue
Ronald Johnson,259-630-6471,ramseybarbara@clark-hernandez.info,"4798 Patton Run, Gainesville, FL",29.650066,-82.314287,Female,1949-05-21,Clearance;Rebuild;Shelter;Water;Temporary Schools;Mental Health
Susan Norman,001-712-220-4289x19557,qschaefer@yahoo.com,"6025 Hernandez Dam Suite 343, Gainesville, FL",29.667797,-82.373205,Male,1991-09-07,Training;Medical Camps;Temporary Schools;Waste Removal;Construction;Babysitting;Financial
Anita Sellers,190.292.9915,davidreeves@walter-gutierrez.com,"432 Schmidt Village, Gainesville, FL",29.626965,-82.387328,Female,1979-03-24,Rescue;Follow-up;Medical;Temporary Schools;Emergency Kits;Training
Jesus Acevedo,+1-096-573-3695,jacksonmark@arnold-ayala.com,"68059 Daniel Cove, Gainesville, FL",29.631813,-82.308294,Other,1986-04-20,First Aid;Power Supply;Supplies;Helpline;Collection;Waste Removal;Recovery
Michael Lee,(528)355-6123,vjohnson@yahoo.com,"38460 Villarreal Avenue, Gainesville, FL",29.651017,-82.352361,Female,1980-04-07,Waste Removal;Recruitment;Follow-up;Hygiene;Pet Care;Clearance
Christopher Ramirez,+1-236-869-5190x4764,reeseashley@mahoney.org,"59907 Perez Radial, Gainesville, FL",29.634079,-82.374145,Male,1954-04-12,Alerts;Relocation;Clearance;Food Packs;Life Skills;Supplies;Temporary Shelter
Kimberly Allison,891-951-6894,ccampbell@yahoo.com,"53401 Grimes Road Apt. 098, Gainesville, FL",29.638496,-82.383586,Other,1970-04-30,Medical Camps;Follow-up;Clearance;Cash Aid;Recovery
Nicholas Coleman,630.669.6528x9412,kirbyteresa@miller-conrad.info,"9173 Robert Roads Apt. 421, Gainesville, FL",29.676866,-82.344059,Female,1952-11-21,Counseling;Alerts;Information;Hazard Map;Housing;Relocation;Power Supply
Samuel Harris,939.501.5643,jasonmurphy@oliver.com,"667 Walter Tunnel Suite 269, Gainesville, FL",29.67541,-82.324841,Other,1971-08-03,Clothing;Blood Donation;Clean-up
Justin Jones,001-751-886-1766x0306,benjaminneal@chavez.biz,"696 George Plaza, Gainesville, FL",29.651168,-82.366985,Male,1968-06-26,Assessment;Sanitation;Shelter;Insurance
Olivia Lewis,416-941-1381x93948,gmcguire@hotmail.com,"498 Rios Ranch Apt. 603, Gainesville, FL",29.625614,-82.397599,Other,1959-10-17,Temporary Shelter;Water;Equipment;Translation;Medical;Follow-up
Tina Dunn,(606)316-6362x8537,veronicawilliams@schmitt.com,"707 Powell Key Apt. 724, Gainesville, FL",29.624017,-82.30703,Other,1995-07-18,Recruitment;Hygiene;School
Eddie Price,192-071-7685x26010,mallorymartinez@bates.com,"24615 Margaret Springs Apt. 904, Gainesville, FL",29.671905,-82.376604,Male,1985-07-26,Pet Care;Evacuation;Recruitment
Adam Johnson,+1-330-617-9336x554,sperkins@hotmail.com,"98612 Willis Mill Apt. 964, Gainesville, FL",29.679816,-82.313697,Other,1965-10-16,Insurance;Temporary Shelter;Power Supply;Counseling;Crowd Control;Sandbags;Hygiene
Gina Dougherty,750-410-8830,rhonda39@gmail.com,"3920 Douglas Spur, Gainesville, FL",29.65416,-82.342546,Female,2003-10-07,Job Aid;Resource Sharing;First Aid;Blood Donation;Hygiene;Shelter;Cash Aid
Brianna Delacruz,483.738.9129,princenatalie@hotmail.com,"038 Billy Corner Suite 458, Gainesville, FL",29.670161,-82.346988,Female,1982-03-23,Lost & Found;Clearance;Shelter;Communication;Triage;Drills;Counseling
Alexandra Anderson,(225)671-8927x03068,jenningstyler@gmail.com,"6405 Kelley Plains, Gainesville, FL",29.676278,-82.341511,Other,1954-11-06,Triage;Sandbags;Life Skills;Emergency Kits;Clean-up
Victor Hall,597.413.5510x722,greenmaurice@gmail.com,"60515 Morse Rest, Gainesville, FL",29.653379,-82.368687,Other,1980-09-07,Pet Care;Medication;Financial Aid;Job Aid;Supplies;Information;Assessment
Michael Li,5735201795,jacob43@gmail.com,"603 Wade Courts Apt. 530, Gainesville, FL",29.652267,-82.377033,Other,1978-08-24,Damage Reports;Sanitation;Clean-up;Mental Health;Childcare;Assessment
Jennifer Gregory,865.585.6477x2807,jill08@reyes-wong.info,"413 Coleman Loop Apt. 915, Gainesville, FL",29.668069,-82.376183,Male,1972-10-24,Security;Drills;Clearance;Helpline;Awareness;Documentation;Transport
Alexander Fisher,469.736.6301,fletcherjacob@hotmail.com,"828 Maria Hollow Apt. 342, Gainesville, FL",29.647014,-82.337596,Male,1990-10-29,Power Supply;Babysitting;Pet Care;Sanitation;Medication;Drills;Security
Alejandra Bass,001-705-586-5240x61611,zreed@gmail.com,"73980 Huber Forge, Gainesville, FL",29.649359,-82.312483,Male,1966-11-11,First Aid;Information;Temporary Shelter;Sanitation;Waste Removal;Resource Sharing
Brian Ellis,+1-491-037-0069x776,ronald06@smith.com,"8369 Wallace Row Suite 041, Gainesville, FL",29.639402,-82.363758,Other,1963-12-25,First Aid;Rescue;Equipment;Needs Assessment;Vaccination;Damage Reports;Shelter
Michael Moreno,0808291658,christophermendez@hotmail.com,"81467 Margaret Fort Apt. 560, Gainesville, FL",29.677666,-82.378581,Male,2006-07-10,Translation;Security;Temporary Schools;Awareness;Damage Reports;Sandbags;Contacts
Brittany Holt,450-513-9196x4775,samantha83@collins-hogan.com,"65139 Kevin Ridges, Gainesville, FL",29.634552,-82.384096,Male,1991-09-23,Insurance;Drills;Training;Construction
Emily Sullivan,(540)055-0693,davidhamilton@carter.org,"77364 Riley Pike Apt. 718, Gainesville, FL",29.622138,-82.333614,Female,1960-04-26,Awareness;Coordination;Medical Camps
Peter Martin,001-697-006-9676x208,andrew09@sanders.com,"979 Rebecca Villages, Gainesville, FL",29.675729,-82.36969,Female,1983-08-02,Insurance;Blood Donation;Supplies;Debris Removal;Recruitment
Lindsay Boyle,105.321.6468x0030,jlester@yahoo.com,"8488 Wright Circle Suite 878, Gainesville, FL",29.67875,-82.373784,Other,1967-12-22,Counseling;Water;Toolkits;Assessment
Carrie Ochoa,1937824263,xrocha@hotmail.com,"3669 Smith Plains, Gainesville, FL",29.677752,-82.36178,Female,1970-05-31,School;Medication;Insurance;Remapping;Clearance;Contacts;Resource Sharing
Tara Harrison,217.642.6917x23078,kenneth70@hotmail.com,"7555 Christopher Plains, Gainesville, FL",29.633525,-82.302645,Other,1998-03-17,Communication;Crowd Control;Coordination
Natalie Hill,(307)656-4778x29984,uhutchinson@yahoo.com,"5888 Mario Gateway Apt. 475, Gainesville, FL",29.629334,-82.310968,Male,1973-04-13,Blood Donation;Trauma Support;Equipment;Childcare;Security;Training
Jodi Spears,+1-480-944-7297x02235,wochoa@mosley.info,"2035 Wilson Fall, Gainesville, FL",29.670726,-82.341749,Female,1965-03-11,Recovery;Insurance;Financial Aid;Babysitting;Awareness;Childcare;Job Aid
Eric Wilson,915-261-9040,marynavarro@hotmail.com,"8325 Gregory Meadows, Gainesville, FL",29.649139,-82.384607,Female,1990-01-04,Supplies;Temporary Schools;Pet Care;Vaccination
James Williams,001-977-016-7547x18575,srios@mason.biz,"35733 Rogers Track Suite 336, Gainesville, FL",29.635672,-82.386944,Female,1966-11-26,Food;Toolkits;Rescue;Mental Health;Childcare;Trauma Support
Robert Johns,001-772-329-0036x47473,julia15@hotmail.com,"412 Michael Green, Gainesville, FL",29.65134,-82.318095,Other,2003-12-01,Waste Removal;Damage Reports;Cash Aid;Job Aid;Communication;School;Resource Sharing
Lisa Carey,459.638.9237x08445,beckeramy@hotmail.com,"00720 Baker Streets Apt. 478, Gainesville, FL",29.634544,-82.312944,Female,1987-02-02,Vaccination;Assessment;Supplies;Resource Sharing
Amanda Simmons,(325)800-2494x95477,camachostephanie@nixon-stein.biz,"1942 Javier Cliffs Apt. 528, Gainesville, FL",29.643328,-82.365512,Female,1974-07-18,Cash Aid;Medical;Legal;Evacuation
Ivan Harris,531-021-1734x346,shannon92@gmail.com,"910 Khan Shoal Apt. 009, Gainesville, FL",29.621521,-82.36636,Male,1955-09-22,Childcare;First Aid;Support;Clean-up
Timothy Massey,0882593255,qharmon@gmail.com,"189 White Turnpike, Gainesville, FL",29.651469,-82.322609,Other,1963-11-11,Rescue;Support;Follow-up
Karl Jones,467-698-1158x531,tracey20@simon.com,"99202 Bridges Islands, Gainesville, FL",29.640029,-82.369328,Other,1998-01-29,Equipment;Debris Removal;Emergency Kits;Medical Camps
Daniel Marshall,(080)115-7794,nathaniel84@hotmail.com,"159 Craig Canyon Suite 350, Gainesville, FL",29.670456,-82.309608,Female,1982-06-21,Information;Equipment;Needs Assessment
Cynthia Cruz,(882)631-2050x008,matthew84@yahoo.com,"8452 Jennifer Isle Apt. 467, Gainesville, FL",29.640664,-82.338744,Female,1966-06-27,Waste Removal;Crowd Control;Mental Health;Supplies;Sandbags
Elizabeth Ortiz,932.887.8878x674,psmith@hotmail.com,"92189 Jones Corners, Gainesville, FL",29.638012,-82.364878,Other,1993-07-16,Follow-up;Sandbags;Communication;Hazard Map
Mike Hoover,080.113.9216,shannonlaura@bishop.org,"6479 Edward Mountain, Gainesville, FL",29.645289,-82.351924,Female,1980-01-07,Legal;Blood Donation;Health Kits
Joshua Buckley,001-131-882-1125x247,rebecca27@mitchell.com,"67928 Ward Isle Apt. 817, Gainesville, FL",29.658642,-82.374562,Male,1950-04-27,Rescue;Damage Reports;Contacts;Health Kits
Jasmine Navarro,5661453151,gjones@gray.com,"95388 Amy Mall, Gainesville, FL",29.669472,-82.302453,Female,2005-06-05,Crowd Control;Medical;Recruitment;Clean-up;Language Help
Casey Arellano,+1-576-052-6998x98449,sarahgreen@hotmail.com,"5949 Jenkins Glens Suite 934, Gainesville, FL",29.675135,-82.328973,Female,1967-08-21,Rebuild;Life Skills;Insurance;Training;Awareness
William Fischer,1360495592,leahhendrix@smith-chan.biz,"28029 Jonathan Neck Apt. 432, Gainesville, FL",29.67499,-82.319725,Male,1968-08-07,Language Help;Clearance;Drills;Life Skills;Information;Documentation;Helpline
Catherine Hunt,(907)190-1420x4850,simonjessica@bennett.com,"3712 Michael Motorway, Gainesville, FL",29.662139,-82.344634,Other,1984-10-29,Equipment;Mental Health;Transport;Awareness;Life Skills;Counseling
Douglas Robinson,5399929731,robertrobinson@rosario.com,"3751 Zachary Lane, Gainesville, FL",29.672937,-82.315343,Female,2000-11-10,Transport;Clothing;Resource Sharing;Sanitation
Alexander Miller,230-875-9520x5207,amandahiggins@yahoo.com,"35280 Holly Drive Suite 885, Gainesville, FL",29.633844,-82.373394,Male,1963-05-18,Blood Donation;Insurance;Rebuild;Awareness
Joshua Banks,633.097.0985x5020,johnsonmartha@stephens.com,"5751 Charles Radial, Gainesville, FL",29.642054,-82.38149,Female,1963-12-04,Supplies;Lost & Found;Health Kits;Vaccination
Debra Callahan,9020974026,codynorris@key.com,"6557 Misty Fork Suite 540, Gainesville, FL",29.656965,-82.375229,Male,1979-05-23,Trauma Support;Legal;Training;Childcare;Medical Camps;Insurance;Food Packs
Christian Harvey,+1-367-732-0022,samantha47@marks.net,"23272 Emily Greens Apt. 565, Gainesville, FL",29.678043,-82.383226,Male,1949-10-18,Sandbags;Cash Aid;Drills;Life Skills
Rick Smith,8212093802,caseynicole@rodgers.biz,"69070 Maria Village Apt. 667, Gainesville, FL",29.670537,-82.325968,Female,1960-05-16,Coordination;Security;Mental Health;Contacts
Jennifer Allen,743-811-5188,reginashea@yahoo.com,"386 Jackson Plains Suite 344, Gainesville, FL",29.661257,-82.36338,Other,1966-05-16,Insurance;Training;Medical;Financial;Resource Sharing;Pet Care
Brianna Fischer,+1-857-539-0854x46634,nicole02@hotmail.com,"825 Hannah Islands, Gainesville, FL",29.67665,-82.338302,Female,1951-03-15,Job Aid;Hazard Map;Insurance;Relocation;School;Medication;Construction
Matthew Hall,001-501-881-0284x8960,berrychristian@yahoo.com,"606 Green Glens Apt. 390, Gainesville, FL",29.621218,-82.308839,Male,1986-07-20,Contacts;Health Kits;Training
Brian Wagner,313.176.1062x4767,trevor69@martinez-white.com,"652 Mayer Circles, Gainesville, FL",29.655291,-82.378901,Other,2002-03-08,Recruitment;Medical;Childcare;Financial Aid
Bruce Owens,573-165-6638,jonathanwebb@mays-black.com,"1493 Mitchell Junction, Gainesville, FL",29.654869,-82.334892,Other,1957-10-23,Sanitation;Information;Equipment;Debris Removal;Financial
Christopher Perry,493-495-4869x1004,ccastillo@bruce.net,"3287 Madison Parkways Suite 295, Gainesville, FL",29.620263,-82.385786,Male,2001-03-28,Needs Assessment;Triage;Hygiene;Pet Care;Rebuild;Damage Reports;Evacuation
Mariah Dixon,+1-514-100-1253,jennifer76@willis.com,"2257 Oneill Divide Suite 878, Gainesville, FL",29.656254,-82.313231,Male,2004-02-20,Sandbags;Transport;Evacuation;Medication
Kristie Kirby,8698116633,operez@wilson.net,"65968 Melvin Overpass, Gainesville, FL",29.673083,-82.392763,Female,1999-04-19,Supplies;Waste Removal;Triage;Construction;First Aid;Relocation;Rebuild
Michael Sharp,+1-450-662-5736x77475,adriana52@hotmail.com,"0209 Joseph Forge Suite 733, Gainesville, FL",29.632292,-82.394465,Male,1952-11-08,Assessment;Blood Donation;Temporary Shelter;Medication;Sanitation;Babysitting
Brett Griffin,001-486-582-5187x85085,cameron02@yahoo.com,"747 Carol Shores, Gainesville, FL",29.64955,-82.370327,Female,1977-08-03,Rescue;Medication;Hygiene;Clearance;Communication;Collection;Transport
April Martinez,001-537-267-7975x542,fbennett@hotmail.com,"27986 Thomas Coves Apt. 239, Gainesville, FL",29.620514,-82.301948,Other,1997-02-09,Financial;Blood Donation;Waste Removal;Recovery;Alerts;Power Supply
Joseph Diaz,098-947-8148x841,elizabethfarmer@phillips.biz,"84920 Long Rest Apt. 078, Gainesville, FL",29.648635,-82.352889,Other,2002-01-29,Shelter;Blood Donation;Relocation;Toolkits;Medical;Evacuation;Lost & Found
Cesar Marshall,093.960.3025,brooke02@yahoo.com,"726 Brown Fall Apt. 108, Gainesville, FL",29.652999,-82.316063,Female,1963-03-11,Medical;Lost & Found;Water;Collection;Contacts;Communication
Brian Williams,592.886.7357x29511,qfuentes@hotmail.com,"5169 David Passage Apt. 144, Gainesville, FL",29.631247,-82.33454,Other,1958-11-23,Job Aid;Needs Assessment;Mental Health;Damage Reports;Medication;Remapping
Alicia Wilson,001-738-461-4694x53357,wardmonica@navarro.info,"56031 Hudson Roads Suite 425, Gainesville, FL",29.656516,-82.348367,Female,1996-05-23,Rescue;Translation;Financial Aid;Alerts;Toolkits
Daniel Haley,128.608.8567,andradeloretta@gmail.com,"9022 Mark Track Apt. 777, Gainesville, FL",29.627205,-82.374493,Other,1993-08-14,Language Help;Legal;Training;Supplies;Translation;Job Aid
Mario Johnson,(622)090-6154,conwaymisty@fields.com,"569 Phillips Harbor Apt. 382, Gainesville, FL",29.655701,-82.318971,Female,1949-03-02,Vaccination;Food Packs;Medication
Samantha Rogers,001-598-045-6940,rogerskevin@yahoo.com,"307 Ann Dale Suite 910, Gainesville, FL",29.635005,-82.399226,Other,2001-05-25,Health Kits;Coordination;Mental Health;Construction
Brittney Pittman,001-844-639-5982x6717,csmith@rice.biz,"541 Larry Ramp, Gainesville, FL",29.635555,-82.349115,Female,1964-09-26,Lost & Found;Resource Sharing;Documentation;Clothing;Legal;Water
Wendy Bridges,001-675-013-3617,scottlutz@yahoo.com,"47263 Phillips Street Suite 055, Gainesville, FL",29.620981,-82.376264,Other,1995-05-25,School;Job Aid;Construction;Clothing;Language Help
Francisco Bailey,+1-987-740-4837x17506,daniel29@hotmail.com,"5752 Evans Landing, Gainesville, FL",29.623345,-82.313757,Female,1969-10-20,Clearance;Construction;Clothing
Rebecca Simmons,429-690-0504,mckenzie35@yahoo.com,"1398 Mark Village, Gainesville, FL",29.664638,-82.341551,Male,1949-12-26,Temporary Shelter;Babysitting;Alerts;Power Supply;Needs Assessment
Ashley Chapman MD,712.965.7080x1113,valexander@hotmail.com,"08951 Ruiz Mount Apt. 885, Gainesville, FL",29.627544,-82.344128,Male,2003-09-03,Medical Camps;Cash Aid;Clearance
Julia Powell,+1-799-009-0082x8707,gabrielle32@hotmail.com,"1354 Timothy Vista Suite 050, Gainesville, FL",29.643755,-82.355088,Male,1999-03-05,Construction;Damage Reports;Crowd Control
Kristina Caldwell,001-126-048-2148x00300,michaelmcbride@jones.com,"938 Stephens Mills Apt. 551, Gainesville, FL",29.641966,-82.32873,Female,1977-02-21,Toolkits;Water;Recovery;Sanitation;Waste Removal;Life Skills
Ryan Green,(546)984-1670x6723,kelly85@gmail.com,"86441 Ingram Village, Gainesville, FL",29.67795,-82.318902,Male,1977-06-30,Power Supply;Food;Emergency Kits;Waste Removal
Christian Pena,(338)524-3778,wwang@yahoo.com,"11220 Dustin Turnpike, Gainesville, FL",29.635568,-82.37297,Male,1991-01-06,Security;Life Skills;Sandbags;Financial Aid;Babysitting;Recovery
Barbara Gomez,765-145-7313x703,dixonchristopher@yahoo.com,"9987 Moore Plain Apt. 105, Gainesville, FL",29.641068,-82.384381,Other,1951-04-05,Information;Sanitation;Mental Health;Childcare;Counseling;Triage
Lauren Stafford,(734)345-0028x5311,sbooker@wright.net,"7023 Bobby View, Gainesville, FL",29.621375,-82.362345,Female,1992-11-18,Cash Aid;Recovery;Rescue;Transport;Equipment;Counseling
Tony Jones,(999)469-7826,melissa56@hotmail.com,"68433 Brandi Junctions Apt. 221, Gainesville, FL",29.634363,-82.347681,Other,1976-10-15,Pet Care;Food;Medical;Hygiene;Translation;Hazard Map;Needs Assessment
Kara Martinez,580-385-8012x94860,janet08@horne-ray.com,"7830 Joe Curve Apt. 037, Gainesville, FL",29.666282,-82.356804,Female,1989-12-23,Follow-up;Assessment;Financial;Relief;Medication;School
Daniel Griffin,157.919.9793x08071,michael96@carter.com,"8144 Bates Wall Apt. 580, Gainesville, FL",29.630245,-82.360251,Other,1973-10-27,Follow-up;Cash Aid;Clean-up;Damage Reports
William Chase,679.037.0201x506,catherine00@hotmail.com,"11613 Dyer Orchard Apt. 744, Gainesville, FL",29.657449,-82.329634,Female,1950-07-28,Equipment;Shelter;Childcare;Blood Donation
Chad Walton,001-572-800-4055x558,marc00@hotmail.com,"95435 Simpson Camp Suite 923, Gainesville, FL",29.662663,-82.350651,Male,1981-11-07,Contacts;Debris Removal;Crowd Control;Recovery;Alerts;Resource Sharing
Nicole Frazier,(918)599-3054,john50@lewis-cannon.com,"20817 Williams Haven Suite 037, Gainesville, FL",29.676011,-82.396556,Female,1957-07-11,Coordination;Supplies;Blood Donation;Evacuation;Food;Counseling;Childcare
Mark Leon,317.620.4114x6445,joseph41@johnson.com,"40766 Hancock Port Apt. 039, Gainesville, FL",29.625927,-82.328788,Other,1998-10-18,Shelter;Toolkits;Trauma Support;Power Supply;Collection
Holly Allen,3147743668,joelmann@gmail.com,"47792 Emily Fields Suite 814, Gainesville, FL",29.622205,-82.335227,Female,1958-09-01,Equipment;School;Training;Sandbags;Babysitting;Medical Camps
Logan Johnson,543.606.6171x71190,qschroeder@moses-davis.info,"304 Rivers Trace Apt. 764, Gainesville, FL",29.653809,-82.366146,Female,1977-10-06,Remapping;Financial Aid;Housing;Awareness
Ian Richardson,254-175-3986,wendyschroeder@brooks-nelson.biz,"5134 Adrienne Via Suite 244, Gainesville, FL",29.626176,-82.393441,Other,1975-08-26,Resource Sharing;Relief;Drills;Translation;Mental Health;Power Supply;Documentation
Tanner Jones,001-344-807-2506,haley75@christian-davidson.com,"00988 Michael Villages Suite 284, Gainesville, FL",29.641879,-82.33748,Female,1979-05-16,Clean-up;Blood Donation;Evacuation
Jessica Lee,702-015-5347x0829,usherman@hotmail.com,"16631 Hannah Cape Apt. 277, Gainesville, FL",29.678005,-82.367347,Female,2002-08-04,Job Aid;Lost & Found;Debris Removal;Shelter;Recovery;Security;Toolkits
Joseph Bauer,(704)332-5871x92213,uparker@moran.com,"1770 Tucker Summit, Gainesville, FL",29.652461,-82.345589,Other,1973-12-15,Communication;Supplies;Support
Edward Smith,165-384-1606x36047,mary01@gmail.com,"254 Flynn Mills, Gainesville, FL",29.636918,-82.397735,Female,1976-05-27,Food;Translation;Shelter;Collection;Clothing
Shari Clark,+1-110-317-5414x14374,donnawaters@smith-johnson.com,"424 Woods Dale Apt. 100, Gainesville, FL",29.623915,-82.331555,Other,1979-10-03,Financial Aid;Lost & Found;Psych Support;Housing
David Lee,970.359.4915x5390,ajordan@yahoo.com,"3248 Daniel Park Suite 435, Gainesville, FL",29.646633,-82.334443,Other,1983-04-04,Training;Coordination;Remapping;Support;Triage
Tracey Morales,351-787-1288,sandra06@hotmail.com,"5538 Meagan Stream, Gainesville, FL",29.656532,-82.356202,Male,1972-07-16,Crowd Control;Helpline;Financial;Recruitment
Isaac Rocha,5886662290,mroberson@hotmail.com,"9501 Elizabeth Point, Gainesville, FL",29.663869,-82.305393,Male,1973-04-04,Mental Health;Sandbags;Waste Removal;Medical Camps;Relief;Sanitation
Mark Mahoney,5350697345,usmith@estrada.com,"29137 Williams Ridge, Gainesville, FL",29.662355,-82.333952,Male,1953-01-21,Sandbags;Food Packs;Recovery;Cash Aid;Needs Assessment
Emily Rivera,+1-219-113-1328x638,traceyvelez@ayala.com,"893 Brett Summit Apt. 213, Gainesville, FL",29.62982,-82.382243,Male,1997-09-23,Remapping;Recovery;Lost & Found;Translation
Leslie Davis,231-162-6359x7842,regina62@hotmail.com,"73552 Fitzgerald Station, Gainesville, FL",29.674715,-82.330915,Female,1960-07-08,Information;Clothing;Toolkits;Communication;Transport
Lindsey Ellis,(273)619-2085,drakemallory@smith-johnson.biz,"901 Rodriguez Stravenue, Gainesville, FL",29.647077,-82.383251,Female,1990-08-11,Power Supply;Insurance;Equipment;Collection;Clearance;Financial Aid
Michelle Thomas,001-603-142-8647,dominic00@hotmail.com,"83836 Gabrielle Street, Gainesville, FL",29.662488,-82.377679,Other,1996-05-20,Water;Temporary Shelter;Damage Reports
Allen Wood,(675)692-4411x8042,jeffreymoore@horne.net,"5920 Harmon Path, Gainesville, FL",29.629368,-82.348823,Female,1994-08-01,Assessment;Babysitting;Damage Reports;Communication;Evacuation
Kelsey Reed,904.542.5307,brownjerry@hotmail.com,"76348 Mills Islands, Gainesville, FL",29.637379,-82.326651,Female,1951-05-13,Childcare;Water;Vaccination;Psych Support
Angela Adams,487-407-4209x392,travis38@yahoo.com,"85384 Perez Forks Apt. 470, Gainesville, FL",29.663677,-82.373281,Female,1952-01-30,Relocation;Recruitment;Medical Camps;Training
Krista Martin,(177)286-6285,lauren21@powell.com,"006 Fisher Well, Gainesville, FL",29.669067,-82.399823,Other,1958-12-01,Collection;Food Packs;Construction;Rebuild;Psych Support;Financial;Coordination
Lindsey Wu,+1-155-057-8657x96297,tammyrojas@yahoo.com,"3513 Medina Neck Suite 656, Gainesville, FL",29.642086,-82.386392,Other,1963-06-23,Contacts;Crowd Control;Follow-up;Needs Assessment
Victoria Smith,(583)425-7219x03591,bwilliams@gmail.com,"4381 Amy Burgs Apt. 471, Gainesville, FL",29.643635,-82.306094,Male,1975-11-11,Childcare;Drills;Toolkits;Temporary Schools
Alexis Hill,087.896.6023x68059,dana72@gmail.com,"106 Arnold Coves, Gainesville, FL",29.630947,-82.323048,Male,1949-06-21,Medical Camps;Insurance;Hygiene
Courtney Wang,432-060-4142,ryandevin@yahoo.com,"522 Watson Streets, Gainesville, FL",29.628698,-82.321337,Other,1953-03-01,Life Skills;Cash Aid;Waste Removal;Power Supply
Mark Pham,(225)503-1649,matthew88@mendez.info,"8862 Scott Lodge Apt. 342, Gainesville, FL",29.626022,-82.306164,Male,1960-03-25,Recovery;Remapping;Health Kits;Financial
Austin Davis,+1-325-036-0058x275,davidstone@brooks.info,"577 Miller Estates, Gainesville, FL",29.650607,-82.351804,Male,1962-06-17,Childcare;Babysitting;Financial Aid;Cash Aid;Toolkits;Medication;Medical Camps
Sarah Campos,5729259861,sherry81@yahoo.com,"9096 Renee Shore, Gainesville, FL",29.652298,-82.362763,Other,1959-06-18,Job Aid;Training;Toolkits;Relief;Clean-up;Mental Health;Food Packs
Isabella Cummings,8970532226,zanderson@simpson.org,"7428 Rodriguez Keys, Gainesville, FL",29.679514,-82.312038,Other,1998-05-23,Babysitting;Insurance;Assessment;Medical;Triage;Food Packs;Recruitment
Erin Tyler,(939)364-9889,beltrantaylor@maxwell.com,"7751 Alexandria Course, Gainesville, FL",29.671116,-82.354375,Male,1965-03-05,Resource Sharing;Damage Reports;Toolkits;Alerts
Raven Liu,973-165-9894x5880,williamdixon@hotmail.com,"76081 Dorothy Mountains, Gainesville, FL",29.64964,-82.353253,Female,2005-02-23,Babysitting;Language Help;Food Packs;Transport;Drills;Sandbags;Legal
Andrea Brooks,012-766-2901,cclark@young.com,"063 Daniel Square Suite 787, Gainesville, FL",29.656003,-82.372689,Female,1953-10-19,Childcare;Life Skills;Security;Documentation;Housing;Medication;Toolkits
Danielle Ward,+1-593-162-1703,adam65@yahoo.com,"60336 Lawrence Knoll, Gainesville, FL",29.661223,-82.315959,Female,1967-02-27,Debris Removal;Hygiene;Job Aid;Support;Medication;Crowd Control;Childcare
Scott Stevens,460-762-9171x232,jose54@yahoo.com,"487 Virginia Ridges Suite 943, Gainesville, FL",29.649903,-82.333391,Male,1975-08-24,Resource Sharing;Translation;Insurance;Food
Mark Escobar,347-950-7840,kayla71@yahoo.com,"49070 Taylor Lodge Apt. 637, Gainesville, FL",29.655441,-82.347398,Male,1980-02-15,Rebuild;Trauma Support;Lost & Found;Clean-up
Cynthia Gordon,+1-220-848-5748x5909,gerald59@jones.org,"375 Meyer Forks Suite 984, Gainesville, FL",29.660117,-82.361893,Other,1956-08-14,Trauma Support;Pet Care;Resource Sharing;Follow-up;Recruitment;Hygiene
Douglas Davis,339-091-2437,rickhamilton@stephenson.com,"4459 Tammy Track Apt. 392, Gainesville, FL",29.671232,-82.328053,Female,2004-05-28,Supplies;Sanitation;Clean-up;Waste Removal;Assessment;Clearance;Mental Health
Ashley Harrison,001-172-188-2249x5548,zmorrison@yahoo.com,"5033 Austin Freeway, Gainesville, FL",29.630015,-82.357607,Other,1984-09-01,Rebuild;Counseling;Job Aid;Blood Donation;Debris Removal;Shelter;Hazard Map
Terry King,4617354706,sfox@yahoo.com,"33475 Cindy Hollow, Gainesville, FL",29.651474,-82.310255,Male,1989-02-10,Clearance;Collection;Support;Emergency Kits;Food Packs
Julia Higgins,946-066-8608x98350,clementssherry@hotmail.com,"395 Joseph Canyon, Gainesville, FL",29.634825,-82.387093,Male,1991-05-27,Babysitting;Food Packs;Housing;Sanitation
Erin Griffin,9580001468,ssimmons@santos-hernandez.net,"9492 Ayers Station, Gainesville, FL",29.628633,-82.368486,Female,2003-10-17,Medical Camps;Needs Assessment;Rebuild
Ronald Howe,302.727.3256,josephcox@hall.com,"548 Gould Stravenue, Gainesville, FL",29.64628,-82.318526,Male,1955-09-17,Rescue;Life Skills;Alerts;Documentation
Emily Hester,001-760-172-3470x2571,robertgolden@garcia.info,"4316 West Track, Gainesville, FL",29.662984,-82.3732,Other,2002-11-24,Cash Aid;Life Skills;Job Aid;Babysitting;School
