Name,Phone,Email,Address,Latitude,Longitude,Gender,DOB,Helps
Garrett Lopez,(975)8148231,fosterrita@gmail.com,"1695 Kenneth Rapids, Gainesville, FL",29.651441,-82.393706,Other,1976-03-04,Recruitment;Transport;Vaccination;Emergency Kits;Insurance;Awareness;Relocation
Tracy Lee,+13612781349x76646,sararobinson@hernandez.com,"9843 Walker Forge Suite 732, Gainesville, FL",29.621037,-82.330751,Male,1954-09-16,Hygiene;Translation;Counseling;Job Aid;Emergency Kits;Power Supply;Transport
Alyssa Bradley,894.064.7016x1624,fjones@yahoo.com,"548 Anderson Forges, Gainesville, FL",29.637144,-82.399234,Other,1982-04-26,Clean-up;Collection;Life Skills;Assessment;Transport;Recruitment
Gregory Hunt,0014956916046,operkins@yahoo.com,"8231 Webster Grove Suite 856, Gainesville, FL",29.658227,-82.385137,Female,1968-11-19,Support;Financial Aid;Health Kits;Transport
Kevin Huffman,0012560119379x6681,gutierrezdouglas@brown.org,"831 Geoffrey Lakes Apt. 729, Gainesville, FL",29.620274,-82.339034,Female,1980-05-08,Life Skills;Hygiene;First Aid;Crowd Control;Evacuation;Medication
Nicholas Watkins,987.972.7403,leslie99@wade.info,"957 Chandler Creek, Gainesville, FL",29.629678,-82.338595,Other,1961-10-12,Assessment;Rebuild;Trauma Support
Patricia Woods,+11609879107x47145,kevinkim@davis.info,"7218 John Greens Apt. 498, Gainesville, FL",29.641174,-82.379738,Male,1964-06-21,Recovery;Vaccination;Blood Donation;Debris Removal;Relocation;Counseling
Jason Smith,6737947510,david19@hotmail.com,"1758 Mills Alley, Gainesville, FL",29.656274,-82.31256,Other,1951-09-07,Equipment;Coordination;Clean-up;First Aid;Psych Support
Tamara Lewis,913.654.1396x761,angelaoneill@gmail.com,"2419 Zachary Points, Gainesville, FL",29.646107,-82.378279,Other,1991-03-10,Triage;Insurance;School
Seth Johnson,0019029476304x2232,qbryan@hinton.com,"1123 Jason Trace, Gainesville, FL",29.627147,-82.314058,Other,1998-09-14,Debris Removal;Blood Donation;Communication
Michelle Green,0324570875,alexis18@gmail.com,"92987 Stewart Pine Suite 271, Gainesville, FL",29.633412,-82.332904,Female,1967-10-15,Documentation;First Aid;Life Skills;Clean-up
Wendy Huang,1768312833x68266,tthompson@yahoo.com,"66944 Smith Unions, Gainesville, FL",29.64,-82.389296,Female,1974-04-13,Shelter;Alerts;Information;Sanitation;Financial Aid
Charles Morgan,7225701348,edwardmorris@yahoo.com,"93343 Katherine Cliffs Apt. 168, Gainesville, FL",29.677895,-82.321663,Female,2000-05-22,Water;Rebuild;Relief;Clothing;Waste Removal;Cash Aid;Clearance
Joseph Montgomery,4274710529,philip89@patterson.com,"020 Torres Way, Gainesville, FL",29.645278,-82.360796,Male,1961-01-09,Temporary Schools;Health Kits;Sanitation;Follow-up;Recovery;Translation
Michael Dudley,0016742329697x2464,todd50@brown-tran.com,"144 Benjamin Rue, Gainesville, FL",29.668162,-82.369838,Other,1987-03-30,Toolkits;Sandbags;Hazard Map;Rescue;Temporary Shelter;Medical Camps
Christopher Pineda,+10651797489x89996,morenojames@yahoo.com,"05591 Reeves Drive Suite 949, Gainesville, FL",29.631307,-82.309266,Other,1989-11-26,Clearance;Financial Aid;Clothing;Supplies
Alexander Powers,4823705446,grahamamy@yahoo.com,"865 Coleman Square, Gainesville, FL",29.6585,-82.34133,Male,1979-05-20,Alerts;Sandbags;Food Packs
Bryan Atkinson,5095496186x372,pruittstephanie@benson-quinn.net,"3436 Mcknight Mountain Suite 305, Gainesville, FL",29.655101,-82.397248,Other,1978-07-15,Supplies;Blood Donation;Clean-up;Relocation;Vaccination;Alerts;Life Skills
James Salas,(003)0337915,davidbrown@yahoo.com,"507 Patricia Groves Suite 545, Gainesville, FL",29.659119,-82.394326,Male,1968-12-05,Damage Reports;Triage;Counseling;Medication
Adam Howard,(186)6311508,mccormickdavid@evans.net,"300 Roberts Causeway Apt. 225, Gainesville, FL",29.671253,-82.376087,Male,1959-07-03,Life Skills;Psych Support;Childcare
Shannon Jones,350.339.9839x9828,alexandrasullivan@rodriguez-charles.org,"180 David Lights Apt. 303, Gainesville, FL",29.671286,-82.365857,Other,1956-01-28,Assessment;Needs Assessment;Training;Recruitment
Amanda Hancock,(862)6364901x74326,kurtrodriguez@gmail.com,"30920 Phillip Trafficway Suite 023, Gainesville, FL",29.649693,-82.351629,Other,1975-05-05,Sandbags;Assessment;Needs Assessment
Brianna Christensen,+11030730042x172,kimberlyjohnson@yahoo.com,"45002 Claudia Spring, Gainesville, FL",29.649373,-82.353012,Other,1987-01-25,First Aid;Translation;Financial
Victor Jackson,825.879.6245,caitlin17@gmail.com,"5980 Deanna Station Apt. 211, Gainesville, FL",29.631375,-82.330442,Male,1996-11-14,Language Help;Sandbags;Medical;Construction;Damage Reports
Randall Torres,631.996.8285x787,lindarocha@yahoo.com,"0130 Mikayla Shore Suite 171, Gainesville, FL",29.644014,-82.345752,Male,1954-03-29,Lost & Found;Vaccination;First Aid;Assessment;Coordination;Clearance;Childcare
Cynthia Morgan,430.458.1049x0435,kevinrichardson@shelton-perez.info,"286 Elizabeth Orchard Suite 572, Gainesville, FL",29.670951,-82.334952,Male,1958-12-30,Medication;Construction;Translation;Counseling;Awareness
Lauren Gomez,0019113566899x829,andrewanderson@gmail.com,"8823 Steven Locks, Gainesville, FL",29.620458,-82.315367,Other,1952-12-01,Clothing;Coordination;Food Packs;Rebuild;First Aid;Triage;Health Kits
Chad Anderson,223.680.1435x1136,leepatrick@wright-perry.com,"556 Smith Way Suite 064, Gainesville, FL",29.628854,-82.335264,Female,1971-02-20,Childcare;Financial;Relocation;Medication;Water;Job Aid;Needs Assessment
John Deleon,(144)1454567,christopherbrown@richards.com,"276 Gonzalez Spring, Gainesville, FL",29.640536,-82.389117,Other,1981-04-06,Trauma Support;Insurance;Lost & Found;Assessment
David Cabrera,(035)1616883,ubrock@hotmail.com,"688 Martin Mission, Gainesville, FL",29.634416,-82.337361,Male,1963-07-11,Awareness;Helpline;Language Help;Sandbags;Trauma Support
Jennifer Ortiz,(994)5594752,rebecca43@yahoo.com,"974 William Harbor, Gainesville, FL",29.649769,-82.393265,Female,1995-08-11,Coordination;Mental Health;Relief;Life Skills;Medication
Kenneth Chavez,0015082345043,bhawkins@durham-carter.com,"923 William Creek, Gainesville, FL",29.627616,-82.31147,Male,1986-07-26,Temporary Schools;Assessment;Needs Assessment;Rescue;Health Kits
Carla Baker,+19645953361x715,wattscharles@roberts.com,"861 Amber Vista, Gainesville, FL",29.649527,-82.340708,Other,1989-11-23,Toolkits;Supplies;Insurance;Financial Aid
Kathy Bell,+13197777294x9544,cookkristen@johnson.biz,"632 Adams Mill Apt. 824, Gainesville, FL",29.622153,-82.330385,Other,1970-08-20,Drills;Psych Support;Clothing
Melissa Lewis,3898339367,joshuamann@aguirre.com,"740 Bailey Flat Apt. 165, Gainesville, FL",29.647562,-82.332348,Male,1972-04-05,Translation;Alerts;Language Help;Medication;Relocation;Trauma Support;Collection
Sharon Johnson,+19997588500,jamesgordon@soto-keller.com,"0839 Danielle Vista, Gainesville, FL",29.666578,-82.347502,Other,1964-11-14,Coordination;Triage;Debris Removal
Carlos Cooper,(490)3074242,vrodriguez@snow-woodard.com,"00804 Gonzales Plain, Gainesville, FL",29.642068,-82.351729,Female,1978-01-22,Alerts;Legal;Clearance;Evacuation
Sarah Smith,(699)9736144,ginayoung@rogers.org,"40267 Berry Crossing Apt. 680, Gainesville, FL",29.631909,-82.382968,Female,1980-09-16,Contacts;Toolkits;Cash Aid;First Aid;Rescue;Waste Removal
Destiny Mays,+17428683258,lebrian@watson.com,"9645 Thomas Heights Suite 388, Gainesville, FL",29.641363,-82.38028,Male,1997-05-24,Rescue;Hygiene;Childcare;Rebuild;Communication;Water
Angela Wall,7626160185,hschneider@yahoo.com,"493 Lopez Port Apt. 565, Gainesville, FL",29.620403,-82.329538,Other,1982-01-29,Water;Debris Removal;Training;Waste Removal
Victoria Miller,021.446.9697x03614,alvarezandrea@macdonald-herrera.com,"252 Jerry Harbor Suite 165, Gainesville, FL",29.669893,-82.342188,Other,1961-03-05,Documentation;Translation;Needs Assessment;Debris Removal;Temporary Shelter;Food
Kevin Ellis,8053617277,whitekelly@hotmail.com,"86881 Greer Wall Suite 835, Gainesville, FL",29.648923,-82.356043,Other,1985-07-04,Drills;Collection;Childcare;Damage Reports;Information;Recruitment
Denise Johnson,(693)7385404x4276,mitchellcheryl@hatfield.com,"255 Michelle Island, Gainesville, FL",29.624794,-82.303389,Female,1993-07-28,Blood Donation;Counseling;Collection;Clean-up;Support;Damage Reports
Vanessa Potter,+17885103594x1214,monicajackson@hotmail.com,"560 Lawrence Summit, Gainesville, FL",29.637551,-82.379414,Male,1967-07-05,Health Kits;Trauma Support;Food;Clearance;Support
Ashlee Hall,1728514487x2705,rchapman@hotmail.com,"060 Mckee Grove Apt. 157, Gainesville, FL",29.669436,-82.331566,Male,1999-01-24,Relief;Recruitment;Medical Camps;Training
Kelli Andrade,317.874.5819x841,scottjuarez@yahoo.com,"54986 Cheryl Vista, Gainesville, FL",29.646835,-82.332278,Other,1955-06-26,Construction;Medication;Financial;Recovery;Life Skills;Medical Camps
Sandra Hudson,+13414489747x13286,victoriaknight@taylor-martinez.org,"6472 Suzanne Keys Apt. 133, Gainesville, FL",29.622522,-82.393276,Female,1962-04-15,Financial;Helpline;Medical Camps
Jeffrey Lewis,+16895634447x48903,emmahoffman@yahoo.com,"71535 Paige Village Apt. 182, Gainesville, FL",29.679545,-82.335677,Male,1959-07-16,Sandbags;Rebuild;Shelter;Life Skills;Pet Care;Translation;Clean-up
Holly Peck,0014528457260x00827,raymondkim@hotmail.com,"33290 Cook Extension Apt. 497, Gainesville, FL",29.636506,-82.370392,Other,1971-05-03,Power Supply;Remapping;Clearance;Medication;Rebuild;Debris Removal
Tracey Wright,547.637.1758x402,ugilbert@hebert-wilkerson.com,"332 Donald Knoll, Gainesville, FL",29.6678,-82.318447,Male,1996-06-29,Cash Aid;Lost & Found;Medication
Dorothy Garcia,+15825530273x32809,danielmoore@phillips.com,"370 Tyler Manor Suite 370, Gainesville, FL",29.639295,-82.355951,Other,1991-10-31,Legal;Vaccination;Rescue;Relocation;Pet Care;Counseling
Joseph Wiley,0011725066339,michael39@hotmail.com,"31879 Juan Mills, Gainesville, FL",29.661184,-82.327318,Male,1966-12-02,Counseling;Housing;Contacts;Trauma Support;Support;Resource Sharing;Job Aid
Patricia Hamilton,5657822717x08065,arielmueller@white-ryan.net,"31493 Miller Plaza Apt. 327, Gainesville, FL",29.635346,-82.316773,Male,1958-06-10,Coordination;Clearance;School;Clean-up;Support;Temporary Shelter;Lost & Found
Troy Bird,8465421881,stefanieprice@orr.info,"16147 Christopher Groves, Gainesville, FL",29.654262,-82.312008,Male,1980-08-19,Life Skills;Shelter;Rebuild;Helpline;Pet Care;Collection
Taylor Coleman,8715450717,palmerkathy@ortega-english.com,"336 James Track, Gainesville, FL",29.635994,-82.353562,Female,1982-04-18,Water;Alerts;Equipment
Catherine Hayden,0987368255x6639,anthonybennett@hotmail.com,"33361 David Trail Apt. 548, Gainesville, FL",29.67903,-82.325125,Male,1952-07-23,Debris Removal;Rescue;Resource Sharing;Training;Crowd Control;Translation;Emergency Kits
Meagan Peterson,4072041937x16943,beckeralex@hotmail.com,"12132 Kevin Path, Gainesville, FL",29.665286,-82.349144,Male,1975-04-19,Hazard Map;Documentation;Life Skills;Security;Housing;Triage;Communication
Alyssa Lopez,498.334.3977x4144,pattersonashley@yahoo.com,"151 Bowen Ranch Suite 118, Gainesville, FL",29.639854,-82.395149,Other,1999-09-17,Follow-up;Language Help;Relocation;First Aid
Samantha Beard,+12323484612x158,joshua28@cook.com,"11207 Theresa Trail Suite 861, Gainesville, FL",29.666488,-82.33184,Male,1993-05-06,Food;Vaccination;Cash Aid;Information
Marissa Williams,689.262.4971x61210,melanie93@pugh-williams.info,"44352 Hawkins Road Apt. 192, Gainesville, FL",29.674807,-82.318009,Other,1952-01-25,Childcare;Follow-up;Assessment;Clean-up;Sanitation
Dr. Eduardo Blackburn,0015491385907,cdennis@johnson.com,"1322 Brandy Alley, Gainesville, FL",29.660231,-82.30457,Female,1984-10-14,Coordination;Damage Reports;Hygiene;Assessment;Vaccination
Michael Dawson,204.009.8767x9092,powerskristina@yahoo.com,"14756 Ball Station, Gainesville, FL",29.65501,-82.391235,Other,1999-04-17,Drills;Construction;Security
Michael Gibson,(286)2187725,jgriffin@hotmail.com,"363 Ricardo Glens Apt. 359, Gainesville, FL",29.622782,-82.352759,Male,1953-05-05,Power Supply;Vaccination;Sanitation;Sandbags;Communication;Shelter;Temporary Schools
Natalie Campbell,7338486805x6464,qhall@acevedo.org,"466 Andrea Mission, Gainesville, FL",29.668008,-82.36403,Male,1953-11-10,Translation;Insurance;Emergency Kits
Ronald Conway,0016549061420x12930,matthew94@gmail.com,"692 Barrett Springs, Gainesville, FL",29.677329,-82.341092,Female,1993-07-20,Shelter;Awareness;Relief;Sandbags;Toolkits;Triage;Supplies
Hannah Miller,799.779.4795x837,marcus87@gmail.com,"841 Melissa Fall, Gainesville, FL",29.639249,-82.391302,Female,1984-05-18,Communication;Relocation;Vaccination;Medical Camps
Natasha Boyd,6292135571,andrew25@yahoo.com,"1345 Andrea Path, Gainesville, FL",29.650687,-82.380408,Male,1997-06-14,Awareness;Hygiene;Sanitation;Water;Babysitting;Evacuation
Nicholas Beck,(780)2814576x779,urodriguez@gmail.com,"612 Burke Prairie, Gainesville, FL",29.669633,-82.346513,Female,1955-12-01,Hazard Map;Power Supply;Food;Equipment;Assessment;Support;Training
Jeremy White,0010834750466x4025,rachaelhicks@stevens.com,"06207 Byrd Rapids Apt. 799, Gainesville, FL",29.670195,-82.366998,Other,1983-03-27,Temporary Shelter;Medication;Trauma Support;Cash Aid;Lost & Found;Helpline;Relocation
Nathan Smith,(610)0738743x0200,ashley97@marquez.com,"85910 Estrada Mission Apt. 934, Gainesville, FL",29.620975,-82.367259,Other,1989-03-27,Water;Legal;Childcare;Financial Aid;Health Kits;Pet Care
Joshua Marquez,(860)9304187x4495,woodhaley@carlson.info,"16488 Carolyn Ramp, Gainesville, FL",29.632181,-82.334025,Female,1990-05-30,Shelter;Counseling;Assessment;Vaccination;Awareness;School;Contacts
Alexander Burnett,9652163020x22252,cartermatthew@bryant-howard.biz,"43728 Joshua Squares Apt. 812, Gainesville, FL",29.641695,-82.316679,Other,1960-08-24,Resource Sharing;Language Help;Counseling;Vaccination;Sanitation;Food Packs;Temporary Schools
Michael Smith,0015200676348x08958,brookstimothy@rogers.net,"80583 Taylor Causeway Suite 779, Gainesville, FL",29.67415,-82.319658,Male,1979-05-07,Support;Legal;Blood Donation;Alerts
Frank Mcdaniel,+13728331273x9892,conraddaniel@murphy.biz,"9394 Frank Track Suite 598, Gainesville, FL",29.643276,-82.390134,Other,1977-08-06,Damage Reports;Recovery;Clearance;Support;Rebuild;Equipment
Elizabeth Fisher,4618585506,webbsusan@cardenas-johnson.biz,"93419 John Mountains Apt. 181, Gainesville, FL",29.628119,-82.308469,Male,1984-04-25,Food;Power Supply;Sandbags;Housing;Temporary Schools
Mitchell Dominguez,5402273234x397,trichardson@mcdonald.com,"27130 Richard Extension, Gainesville, FL",29.669233,-82.303295,Other,1961-12-05,Translation;Financial;Food;Mental Health;Debris Removal
Lindsay Moore,+18933832343x118,jamieesparza@hotmail.com,"97673 Brian Field Suite 800, Gainesville, FL",29.661857,-82.344666,Female,1960-07-10,Mental Health;Power Supply;Hygiene;Damage Reports;Hazard Map;Security;Insurance
Kathryn Wilson,(554)0508713x223,gsummers@johnson.org,"8258 Candice Cove Suite 838, Gainesville, FL",29.660346,-82.368912,Male,1973-07-11,Equipment;Training;Financial;Information
Natasha Barron,270.642.4090,adamsgarrett@lee.info,"3598 Erik Turnpike Suite 087, Gainesville, FL",29.673975,-82.378202,Male,1997-01-15,Food;Resource Sharing;Recruitment;Collection;Lost & Found;Pet Care
Michelle Morales,0018975654663x49327,zimmermannicole@arellano.biz,"710 Lewis Via Suite 856, Gainesville, FL",29.675202,-82.394791,Other,1953-10-21,Power Supply;Blood Donation;Food;Debris Removal;Hazard Map;Alerts
Miss Catherine Jacobs,+10910736160x02712,jennifer55@hammond.com,"848 Mark Path, Gainesville, FL",29.662297,-82.312639,Male,1995-06-01,Clearance;Rebuild;Triage;Sanitation;Waste Removal;Rescue;Language Help
Jordan Jones,+16690481297,linda73@hotmail.com,"32324 Debra Harbors, Gainesville, FL",29.632501,-82.322998,Male,1981-08-29,Information;School;Medical;Contacts;Temporary Shelter
Patricia Bentley,4811169081,awilliams@miller.info,"7306 Kayla Fork, Gainesville, FL",29.666272,-82.32976,Female,1990-11-05,School;Information;Counseling;Supplies;Training;Collection;Waste Removal
Sarah Clark,2539970477,omar46@hotmail.com,"7434 Brent Divide, Gainesville, FL",29.661974,-82.377015,Male,1968-12-24,Emergency Kits;Sanitation;Mental Health;Training;Crowd Control;Housing
Anthony Tyler,1101419794,billy88@yahoo.com,"56374 Hardy Pines, Gainesville, FL",29.659824,-82.301913,Female,1986-10-21,School;Medication;Hygiene;Evacuation;Alerts
Heather Jimenez,0011129286898x374,mwade@hotmail.com,"59573 Carrie Ridges, Gainesville, FL",29.630965,-82.330471,Female,1954-04-18,Collection;Blood Donation;Job Aid;Remapping
Sean Jackson,067.573.7735,jlewis@clayton.com,"2823 Bartlett Loaf Suite 637, Gainesville, FL",29.67879,-82.347836,Female,1969-01-12,Shelter;Damage Reports;Drills;Training;Medical
Madeline Lee,(077)1143178,aaron73@cherry-hanna.biz,"405 Stafford Field, Gainesville, FL",29.651378,-82.369657,Other,1963-01-07,Power Supply;Information;Damage Reports;Childcare;Drills;Evacuation;Babysitting
Jacqueline Friedman,+11359369865,ibanks@gmail.com,"8850 David Cape Apt. 228, Gainesville, FL",29.660292,-82.367633,Other,1950-10-16,Assessment;Drills;Lost & Found;Evacuation;Language Help;Awareness
Lisa Young,(502)5879873x2741,baileydebra@fowler.com,"44862 Ayala Roads, Gainesville, FL",29.643089,-82.353368,Male,1990-07-09,Medical Camps;Training;Translation;Hygiene
Kenneth Thomas,379.116.9451x80139,rleblanc@krueger.com,"532 Brandy Plaza Apt. 935, Gainesville, FL",29.659348,-82.368111,Female,1973-03-17,Security;Follow-up;Life Skills;Relocation
Stephanie Briggs,0014181642263x99802,ambermorris@wong.com,"339 Kenneth Falls, Gainesville, FL",29.642192,-82.317434,Female,1951-06-19,Evacuation;Job Aid;Security;Hygiene;Relief;Lost & Found;Supplies
Todd Meyer,+17250376280,znguyen@morse.org,"75593 Wolfe Mall, Gainesville, FL",29.679335,-82.39587,Male,1999-08-15,Evacuation;Blood Donation;Follow-up
Charles Small,(418)3477778x635,wesleycobb@eaton.com,"27663 Frederick Tunnel Apt. 207, Gainesville, FL",29.635315,-82.33458,Female,1950-09-27,Rebuild;Relocation;Emergency Kits
Monique Guzman,9226401875x75812,valdezdenise@yahoo.com,"06673 Reese Isle, Gainesville, FL",29.665884,-82.301105,Female,1965-02-12,Helpline;Assessment;Translation;Medical;Blood Donation;Health Kits;Counseling
Teresa Ray,0079250592x150,christopherwilliams@torres.com,"044 Sheila Hill Apt. 768, Gainesville, FL",29.662766,-82.320239,Other,1992-03-26,Rescue;Relocation;Training;Medical
Robert Clarke,+13514939411x3746,allisonberry@benjamin-ryan.net,"909 Joseph Station Suite 691, Gainesville, FL",29.670993,-82.308719,Male,1990-08-25,Crowd Control;Assessment;Temporary Shelter;Collection;Pet Care
Brad Prince,274.737.8479,hgross@mendoza.com,"157 Smith Rapid Suite 876, Gainesville, FL",29.664148,-82.316389,Male,1999-10-09,Food Packs;Emergency Kits;Lost & Found;Equipment;Insurance
Calvin Smith,+18799427172x901,jennifer36@wong-henderson.info,"829 Wendy Garden, Gainesville, FL",29.660301,-82.398772,Female,1994-02-18,Waste Removal;Clothing;Pet Care;Information;Medical Camps;Training
Erica Ruiz,(200)3119835x3695,ashley46@gmail.com,"973 Smith Estates Suite 164, Gainesville, FL",29.626732,-82.30228,Other,1990-10-17,Food;Recovery;Temporary Shelter;Collection;Equipment;Toolkits;Temporary Schools
Ruth Johnson,375.395.1398x56635,pbarnes@lee.com,"152 Sheri Grove Apt. 791, Gainesville, FL",29.634944,-82.392112,Other,1981-01-11,Financial;Hazard Map;Pet Care;Temporary Shelter
Beth Church MD,1448303739x065,pachecosamuel@yahoo.com,"99773 John Shores Apt. 869, Gainesville, FL",29.651714,-82.392124,Other,1978-02-26,Temporary Schools;Assessment;Communication;School;Babysitting
Kimberly Miller,274.529.9099x39240,jorgeedwards@macdonald-moreno.com,"442 Sean Walks Apt. 424, Gainesville, FL",29.674576,-82.362103,Other,1992-02-03,Power Supply;Clothing;Evacuation;Insurance;Documentation;Emergency Kits
Shelley Brown,+14452554205,ntate@schroeder.net,"603 Patrick View, Gainesville, FL",29.647754,-82.371531,Female,1998-11-13,Drills;Training;Follow-up;Rescue;Contacts;Damage Reports
Amber Mckee,8758724889x871,leemario@gonzalez.net,"83318 Martinez Mill, Gainesville, FL",29.623211,-82.341065,Male,1973-09-15,Relief;Blood Donation;Medication
April Bauer,0005579399,arnoldalbert@jacobson-mathews.com,"5736 Colin Walk, Gainesville, FL",29.669553,-82.347929,Female,1988-10-23,Hygiene;Contacts;Insurance;Water
Brent Christian,5378449663x1428,tylermunoz@hotmail.com,"26212 Curry Extension Apt. 332, Gainesville, FL",29.633468,-82.347886,Male,1962-01-01,Temporary Schools;Financial;Toolkits;Triage;Supplies;Legal
Hunter Nguyen,(361)1723439,vtucker@hotmail.com,"4159 Anderson Flats Suite 639, Gainesville, FL",29.640519,-82.380678,Female,1977-01-31,Collection;Supplies;School;Shelter;Blood Donation
Amber Washington MD,(811)6917408,ehobbs@valdez-le.com,"845 Wang Gardens Apt. 739, Gainesville, FL",29.630438,-82.3232,Other,1964-06-10,Hazard Map;Evacuation;Cash Aid
Donna Carlson,+11687455608,uadkins@hotmail.com,"20351 Matthew Divide Suite 986, Gainesville, FL",29.676511,-82.340727,Male,1948-11-04,Trauma Support;School;Documentation;Pet Care;Recovery;Blood Donation
Cheryl Hardin,+11865999614x47764,arnoldcarla@yahoo.com,"3731 Tim Stravenue, Gainesville, FL",29.631374,-82.309924,Female,1972-06-12,Medical;Cash Aid;Recovery;Equipment
Justin Black,+13332605435x6105,richard96@hotmail.com,"581 Ramirez Square Apt. 222, Gainesville, FL",29.641628,-82.385816,Female,1971-12-23,Equipment;Hygiene;Transport;Insurance;Medication
Sherry Rice DDS,+15299374373x9524,phillipssteven@gmail.com,"76603 Miller Track Apt. 194, Gainesville, FL",29.666634,-82.310703,Male,1949-08-02,Job Aid;Damage Reports;Hazard Map;Crowd Control;Communication;Rebuild
James Morales,(685)7188122,pscott@gmail.com,"8924 Bishop Canyon, Gainesville, FL",29.63477,-82.391751,Other,1978-04-19,Hazard Map;Life Skills;Relief
Evelyn Meadows,292.100.5254x2298,jessicacohen@hurley-morgan.com,"9964 Thomas Isle Apt. 089, Gainesville, FL",29.657644,-82.380729,Other,1993-05-12,Financial;Cash Aid;Debris Removal;Clean-up;Hazard Map;Support
James Moore,0015952118963x0235,stephanie17@hotmail.com,"421 Angela Orchard Apt. 421, Gainesville, FL",29.624366,-82.386123,Male,1963-08-11,Security;Evacuation;Support;Drills;Psych Support
Sierra Smith,+17778647112,zjames@hotmail.com,"7627 Mccarthy Ville, Gainesville, FL",29.664391,-82.333055,Other,1966-01-11,Toolkits;Rescue;Clean-up;Damage Reports;Childcare
Zachary Wilson,881.021.8670x70277,matthewwarren@smith.net,"4117 Jonathan Inlet Apt. 140, Gainesville, FL",29.653566,-82.339372,Male,1991-12-08,Water;Remapping;Life Skills;Power Supply;Damage Reports;Medication
Jessica Bean,836.254.5012x58558,hannahmcintosh@gmail.com,"11758 John Streets, Gainesville, FL",29.641301,-82.333578,Other,1986-11-03,Cash Aid;Language Help;Water;Counseling;Food;Health Kits
Stephanie Smith,+19187933619,qmartin@guerra.com,"46230 Short Field Suite 116, Gainesville, FL",29.622732,-82.335184,Female,1950-05-22,Evacuation;Communication;Security;Clean-up;Documentation;Coordination
Jamie White,(053)6059651x1694,amberjones@reynolds.com,"18728 George Station, Gainesville, FL",29.632158,-82.349147,Other,1959-03-16,Medical Camps;Counseling;Clean-up;Lost & Found;Resource Sharing
Frederick Cervantes,501.542.2096,sheltoncrystal@waller.com,"520 Warren Mountains Apt. 336, Gainesville, FL",29.66566,-82.317415,Female,1954-09-22,Cash Aid;Translation;Relief;Insurance;Pet Care
Brian Mcdonald,3301428989,david72@hotmail.com,"36801 Fox Manor, Gainesville, FL",29.635308,-82.366684,Other,1984-05-26,Vaccination;Collection;Medication;Needs Assessment;Hazard Map;Temporary Schools;Trauma Support
John Weiss,0013653778435x0716,camachojade@hotmail.com,"328 Nicole Spring Suite 139, Gainesville, FL",29.620817,-82.315526,Other,1975-11-27,Clean-up;Alerts;Temporary Schools;Food Packs;Emergency Kits;Follow-up;Rescue
Maria Wood,0019387613219x4053,estesmark@lee-lopez.info,"115 Huff Club, Gainesville, FL",29.660316,-82.372031,Female,1996-06-29,Rebuild;Language Help;Water;Coordination;School
Kimberly Gross,9537976756,cindyparker@hotmail.com,"571 Hudson Junction, Gainesville, FL",29.634565,-82.395325,Female,1982-09-29,Helpline;Job Aid;Temporary Schools;Financial Aid;Health Kits;Water;Coordination
Shawn Wright,(395)5643485,garnerjonathan@hotmail.com,"5920 Lindsey Grove, Gainesville, FL",29.631459,-82.359073,Male,1966-06-23,Power Supply;Sandbags;Counseling;Translation;Pet Care;Coordination;Lost & Found
April King,(841)5228469,wilsontheresa@yahoo.com,"01586 Carol Mews Suite 036, Gainesville, FL",29.672735,-82.371844,Female,1971-05-28,Housing;Insurance;Legal;Resource Sharing;Documentation
Richard Nicholson,+19884261926x57850,nancyfrederick@yahoo.com,"34923 Rose Fork, Gainesville, FL",29.622723,-82.301951,Other,1951-08-31,Coordination;Counseling;Medical;Collection;Needs Assessment;Rebuild
Danielle Cardenas,260.983.6027,matthewsrachel@huynh.com,"8700 Chambers Meadows, Gainesville, FL",29.661216,-82.308311,Female,1978-02-24,Triage;Job Aid;Translation;Documentation
Matthew Phillips,372.083.9336x0885,kayla67@gmail.com,"122 Kelly Villages, Gainesville, FL",29.662379,-82.364255,Female,1950-08-19,Sanitation;Emergency Kits;Collection;Hazard Map;Financial;Rescue
Karen Wilson,7747591129,carolynrogers@yahoo.com,"167 Beck Shoal Suite 687, Gainesville, FL",29.679275,-82.352904,Male,2000-05-22,Drills;Pet Care;Toolkits;Insurance;Sandbags;Recruitment
Christopher Barber,+15486263142x2828,fhayes@ross.com,"3589 Myers Field Suite 405, Gainesville, FL",29.669711,-82.362688,Other,1951-07-02,Trauma Support;Childcare;Food
Mrs. Laurie Wilkins,632.355.1505,xwood@gmail.com,"30349 Rachel Tunnel Apt. 119, Gainesville, FL",29.644364,-82.3423,Female,1987-11-10,First Aid;Documentation;Evacuation;Financial;Communication;Equipment;Power Supply
James Meyer,+15767221620x0717,bryancarroll@robinson.com,"140 Ortiz Orchard, Gainesville, FL",29.663297,-82.394688,Female,1964-11-19,Babysitting;Hygiene;Clean-up;Training
Richard Davidson,223.161.7191x668,elawrence@allen-anderson.net,"671 Bernard Point Apt. 000, Gainesville, FL",29.667849,-82.37077,Male,1964-10-15,Counseling;Food;Recovery
Christopher Snyder,1628512309,paigeblanchard@cox.com,"81501 Ramirez Mall, Gainesville, FL",29.656243,-82.374354,Female,1968-06-08,Health Kits;Triage;Lost & Found;Contacts;Construction;Assessment
